"project","data_type","habitat","source","scientific_name","kingdom","phylum","class","order","family","genus","species"
"KONZA","consumer","prairie","KIC011.csv","Hypsosinga rubens","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Hypsosinga","Hypsosinga rubens"
"KONZA","consumer","prairie","KIC011.csv","Mangora gibberosa","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Mangora","Mangora gibberosa"
"KONZA","consumer","prairie","KIC011.csv","Mangora placida","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Mangora","Mangora placida"
"KONZA","consumer","prairie","KIC011.csv","Metepeira labyrinthea/palustris",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Micrathena gracilis","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Micrathena","Micrathena gracilis"
"KONZA","consumer","prairie","KIC011.csv","Micrathena mitrata","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Micrathena","Micrathena mitrata"
"KONZA","consumer","prairie","KIC011.csv","Micrathena sagittata","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Micrathena","Micrathena sagittata"
"KONZA","consumer","prairie","KIC011.csv","Neoscona crucifera","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Neoscona","Neoscona crucifera"
"KONZA","consumer","prairie","KIC011.csv","Neoscona pratensis","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Neoscona","Neoscona pratensis"
"KONZA","consumer","prairie","KIC011.csv","Sphodros fitchi","Animalia","Arthropoda","Arachnida","Araneae","Atypidae","Sphodros","Sphodros fitchi"
"KONZA","consumer","prairie","KIC011.csv","Sergiolus capulatus","Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Sergiolus","Sergiolus capulatus"
"KONZA","consumer","prairie","KIC011.csv","Hogna carolinensis","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Hogna","Hogna carolinensis"
"KONZA","consumer","prairie","KIC011.csv","Schizocosa retosa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Rabidosa rabida","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Rabidosa","Rabidosa rabida"
"KONZA","consumer","prairie","KIC011.csv","Rabidosa punctulata","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Rabidosa","Rabidosa punctulata"
"KONZA","consumer","prairie","KIC011.csv","Trochosa terricola","Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Trochosa","Trochosa terricola"
"KONZA","consumer","prairie","KIC011.csv","Oxyopes salticus","Animalia","Arthropoda","Arachnida","Araneae","Oxyopidae","Oxyopes","Oxyopes salticus"
"KONZA","consumer","prairie","KIC011.csv","Tibellus duttoni","Animalia","Arthropoda","Arachnida","Araneae","Philodromidae","Tibellus","Tibellus duttoni"
"KONZA","consumer","prairie","KIC011.csv","Philodromus rufus","Animalia","Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus","Philodromus rufus"
"KONZA","consumer","prairie","KIC011.csv","Thanatus vulgari",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pisuarina mira",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tinus peregrinus","Animalia","Arthropoda","Arachnida","Araneae","Pisauridae","Tinus","Tinus peregrinus"
"KONZA","consumer","prairie","KIC011.csv","Pisuarina dubia",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Zygoballus rufipes","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Zygoballus","Zygoballus rufipes"
"KONZA","consumer","prairie","KIC011.csv","Zygoballus iridescens","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Zygoballus","Zygoballus iridescens"
"KONZA","consumer","prairie","KIC011.csv","Thiodina silvana",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Thiodina purpurea",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pelegrina galathea","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Pelegrina","Pelegrina galathea"
"KONZA","consumer","prairie","KIC011.csv","Marpissa pikei","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Marpissa","Marpissa pikei"
"KONZA","consumer","prairie","KIC011.csv","Marpissa obtusa","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Marpissa","Marpissa obtusa"
"KONZA","consumer","prairie","KIC011.csv","Phidippus audax","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Phidippus","Phidippus audax"
"KONZA","consumer","prairie","KIC011.csv","Phidippus johnsoni","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Phidippus","Phidippus johnsoni"
"KONZA","consumer","prairie","KIC011.csv","Phidippus purpuratus","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Phidippus","Phidippus purpuratus"
"KONZA","consumer","prairie","KIC011.csv","Phidippus clarus","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Phidippus","Phidippus clarus"
"KONZA","consumer","prairie","KIC011.csv","Phidippus cardinalis","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Phidippus","Phidippus cardinalis"
"KONZA","consumer","prairie","KIC011.csv","Phidippus texanus","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Phidippus","Phidippus texanus"
"KONZA","consumer","prairie","KIC011.csv","Phidippus tux","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Phidippus","Phidippus tux"
"KONZA","consumer","prairie","KIC011.csv","Hentzia mitrata&palmarum",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Rhetentor texanus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Salticus scenicus","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticus","Salticus scenicus"
"KONZA","consumer","prairie","KIC011.csv","Sassacus papenhoei","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Sassacus","Sassacus papenhoei"
"KONZA","consumer","prairie","KIC011.csv","Sarinda hentzi","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Sarinda","Sarinda hentzi"
"KONZA","consumer","prairie","KIC011.csv","Latrodectus variolus","Animalia","Arthropoda","Arachnida","Araneae","Theridiidae","Latrodectus","Latrodectus variolus"
"KONZA","consumer","prairie","KIC011.csv","Theridion frondeum","Animalia","Arthropoda","Arachnida","Araneae","Theridiidae","Theridion","Theridion frondeum"
"KONZA","consumer","prairie","KIC011.csv","Tetragnatha laboriosa","Animalia","Arthropoda","Arachnida","Araneae","Tetragnathidae","Tetragnatha","Tetragnatha laboriosa"
"KONZA","consumer","prairie","KIC011.csv","Glenognatha foxi","Animalia","Arthropoda","Arachnida","Araneae","Tetragnathidae","Glenognatha","Glenognatha foxi"
"KONZA","consumer","prairie","KIC011.csv","Misumenops dutton",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Misumenoides formosipes","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Misumenoides","Misumenoides formosipes"
"KONZA","consumer","prairie","KIC011.csv","Synema parvulum","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Synema","Synema parvulum"
"KONZA","consumer","prairie","KIC011.csv","Misumessus oblongus","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Misumessus","Misumessus oblongus"
"KONZA","consumer","prairie","KIC011.csv","Xysticus elegans","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus elegans"
"KONZA","consumer","prairie","KIC011.csv","Xysticus ferox","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus ferox"
"KONZA","consumer","prairie","KIC011.csv","Xysticus triguttatus","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus triguttatus"
"KONZA","consumer","prairie","KIC011.csv","Xysticus luctans","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus luctans"
"KONZA","consumer","prairie","KIC011.csv","Xysticus gulosus","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","Xysticus gulosus"
"KONZA","consumer","prairie","KIC011.csv","Diplocardia kansensis","Animalia","Annelida","Clitellata","Opisthopora","Acanthodrilidae","Diplocardia","Diplocardia kansensis"
"KONZA","consumer","prairie","KIC011.csv","Diplocardia longiseta","Animalia","Annelida","Clitellata","Opisthopora","Acanthodrilidae","Diplocardia","Diplocardia longiseta"
"KONZA","consumer","prairie","KIC011.csv","Diplocardia rugosa","Animalia","Annelida","Clitellata","Opisthopora","Acanthodrilidae","Diplocardia","Diplocardia rugosa"
"KONZA","consumer","prairie","KIC011.csv","Diplocardia singularis","Animalia","Annelida","Clitellata","Opisthopora","Acanthodrilidae","Diplocardia","Diplocardia singularis"
"KONZA","consumer","prairie","KIC011.csv","Diplocardia smithii","Animalia","Annelida","Clitellata","Opisthopora","Acanthodrilidae","Diplocardia","Diplocardia smithii"
"KONZA","consumer","prairie","KIC011.csv","Diplocardia verrucosa","Animalia","Annelida","Clitellata","Opisthopora","Acanthodrilidae","Diplocardia","Diplocardia verrucosa"
"KONZA","consumer","prairie","KIC011.csv","Aporrectodea caliginosa","Animalia","Annelida","Clitellata","Opisthopora","Lumbricidae","Aporrectodea","Aporrectodea caliginosa"
"KONZA","consumer","prairie","KIC011.csv","Octolasion cyaneum","Animalia","Annelida","Clitellata","Opisthopora","Lumbricidae","Octolasion","Octolasion cyaneum"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Ammospermophilus interpres","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus interpres"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Ammospermophilus leucurus","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus leucurus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Chaetodipus intermedius","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus intermedius"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Dipodomys merriami","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Dipodomys","Dipodomys merriami"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Dipodomys ordii","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Dipodomys","Dipodomys ordii"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Dipodomys spectabilis","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Dipodomys","Dipodomys spectabilis"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Dipodomys","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Dipodomys",""
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Microtus mexicanus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus mexicanus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Mus musculus","Animalia","Chordata","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Neotoma albigula","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotoma","Neotoma albigula"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Neotamia dorsalis",,,,,,,
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Neotoma micropus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotoma","Neotoma micropus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Neotamia cinereicollis",,,,,,,
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Neotoma","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotoma",""
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Onychomys arenicola","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Onychomys","Onychomys arenicola"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Onychomys leucogaster","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Onychomys","Onychomys leucogaster"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Onychomys","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Onychomys",""
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Otospermophilus variegatus","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Otospermophilus","Otospermophilus variegatus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Peromyscus boylii","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus boylii"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Peromyscus difficilis","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus difficilis"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Peromyscus eremicus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus eremicus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus leucopus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus maniculatus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Peromyscus nasutus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus nasutus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Peromyscus truei","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus truei"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Peromyscus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus",""
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Perognathus flavus","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathus","Perognathus flavus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Perognathus flavescens","Animalia","Chordata","Mammalia","Rodentia","Heteromyidae","Perognathus","Perognathus flavescens"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Reithrodontomys megalotis","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Reithrodontomys","Reithrodontomys megalotis"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Reithrodontomys montanus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Reithrodontomys","Reithrodontomys montanus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Reithrodontomys","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Reithrodontomys",""
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Sigmodon hispidus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodon","Sigmodon hispidus"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Spermophilus spilosoma",,,,,,,
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Sylvilagus audubonii","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus audubonii"
"SEV","consumer ","grassland_shrubland","SEV_Small_Mammals_Species_List.csv","Xerospermophilus spilosoma","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerospermophilus","Xerospermophilus spilosoma"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Recurvirostra americana","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra","Recurvirostra americana"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Fulica americana","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Corvus brachyrhynchos","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus brachyrhynchos"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Spinus tristis","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","Spinus tristis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Anthus rubescens","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus rubescens"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Corvus corax","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Calypte anna","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Calypte","Calypte anna"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Calidris bairdii","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris bairdii"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Hirundo rustica","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo rustica"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Passerculus beldingi",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Megaceryle alcyon","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Megaceryle","Megaceryle alcyon"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Pluvialis squatarola","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis squatarola"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Nycticorax nycticorax","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","Nycticorax nycticorax"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Himantopus mexicanus","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Himantopus mexicanus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Branta nigricans",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Sayornis nigricans","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis nigricans"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Arenaria melanocephala","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Arenaria melanocephala"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Polioptilinae caerulea",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Quiscalus major","Animalia","Chordata","Aves","Passeriformes","Icteridae","Quiscalus","Quiscalus major"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Chroicocephalus philadelphia","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus philadelphia"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Phalacrocorax penicillatus",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Branta bernicla","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta bernicla"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Euphagus cyanocephalus","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Pelecanus occidentalis","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus occidentalis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Bucephalaa albeola",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Psaltriparus minimus","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Psaltriparus","Psaltriparus minimus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Larus californicus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus californicus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Pipilo crissalis",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Aythya valisineria","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya valisineria"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Hydroprogne caspia","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Tyrannus vociferans","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus vociferans"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Spatula cyanoptera","Animalia","Chordata","Aves","Anseriformes","Anatidae","Spatula","Spatula cyanoptera"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Petrochelidon pyrrhonota","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Gavia immer","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia immer"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Uria aalge","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Uria","Uria aalge"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Sterna hirundo","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna hirundo"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Geothlypis trichas","Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis trichas"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Calidris ferruginea","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris ferruginea"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Junco hyemalis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Junco","Junco hyemalis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Phalacrocorax auritus",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Limnodromus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus",""
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Calidris alpina","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alpina"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Podiceps nigricollis","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps nigricollis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Thalasseus elegans","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus elegans"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Sturnus vulgaris","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Sterna forsteri","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna forsteri"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Anas strepera",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Larus glaucescens","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus glaucescens"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Ardea herodias","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Ardea alba","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Tringa melanoleuca","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa melanoleuca"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Larus heermanni","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus heermanni"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Larus argentatus","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus argentatus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Podiceps auritus","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps auritus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Carpodacus mexicanus",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Passer domesticus","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer domesticus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Charadrius vociferus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius vociferus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Calidris minutilla","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris minutilla"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Tringa flavipes","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa flavipes"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Lanius ludovicianus","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","Lanius ludovicianus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Numenius americanus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius americanus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Limnodromus scolopaceus","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus","Limnodromus scolopaceus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Anas platyrhynchos","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Limosa fedoa","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa fedoa"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Larus Linnaeus",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Mimus polyglottos","Animalia","Chordata","Aves","Passeriformes","Mimidae","Mimus","Mimus polyglottos"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Stelgidopteryx serripennis","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Stelgidopteryx","Stelgidopteryx serripennis"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Pandion haliaetus","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Pluvialis fulva","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis fulva"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Gavia pacifica","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia pacifica"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Calidris melanotos","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos"
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Phalacrocorax pelagicus",,,,,,,
"SBC_BEACH","consumer ","coastal","Shorebird_count_20231020.csv","Podilymbus podiceps","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","Podilymbus podiceps"
